pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
117	A player is running with the ball	Two teams are competing in a football match	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A running back running with the football.	Two teams compete in football.	FLICKR	FLICKR	TRAIN
118	Five children are standing in front of a wooden hut	Five children are standing in front of a hut made of wood	ENTAILMENT	4.8	A_entails_B	B_entails_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TEST
119	Five children are standing in front of a wooden hut	Five children are standing in a wooden hut	NEUTRAL	4.2	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRIAL
120	Five wooden stands are in front of each child's hut	Five children are standing in front of a wooden hut	NEUTRAL	3.2	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRAIN
121	Five kids are standing close together and one kid has a gun	Five kids are standing close together and one kid has a weapon	ENTAILMENT	4.8	A_entails_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
122	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	There are five kids standing next to each other, and the one in the red has a gun.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TRAIN
123	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a weapon	NEUTRAL	2.8	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
124	Five kids are standing close together and none of the kids has a gun	Five children are standing in front of a wooden hut	NEUTRAL	2.6	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TRAIN
125	Five children are standing in front of a hut made of wood	Five kids are standing close together and one kid has a gun	NEUTRAL	3	A_neutral_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TEST
126	Five children are standing in a wooden hut	Five kids are standing close together and one kid has a gun	NEUTRAL	2.7	A_neutral_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRAIN
127	Five wooden stands are in front of each child's hut	Five kids are standing close together and one kid has a gun	NEUTRAL	2.3	A_neutral_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRAIN
128	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a gun	NEUTRAL	2.3	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
129	An old man is sitting in a field	A man is sitting in a field	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A man sitting cross-legged in a field	A man sitting cross-legged in a field	FLICKR	FLICKR	TRAIN
130	A man is sitting in a field	A man is running in a field	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A man sitting cross-legged in a field	FLICKR	FLICKR	TRAIN
131	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
132	A person is wearing a hat and is sitting on the grass	There is no person wearing a hat and sitting on the grass	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TEST
133	A person is sitting and wearing a grass hat	A person is wearing a hat and is sitting on the grass	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
134	A person is sitting in a field and is wearing a hat	A man is sitting in a field	NEUTRAL	4	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TEST
135	A man is sitting in a field	There is no person wearing a hat and sitting on the grass	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TEST
136	A person is sitting and wearing a grass hat	A man is sitting in a field	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
137	An old man is sitting in a field	A person is wearing a hat and is sitting on the grass	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A man sitting cross-legged in a field	FLICKR	FLICKR	TEST
138	A person is wearing a hat and is sitting on the grass	A man is running in a field	NEUTRAL	1.4	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A man sitting cross-legged in a field	FLICKR	FLICKR	TEST
139	A man is sitting in a field	A person is wearing a hat and is sitting on the grass	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
140	The current is being ridden by a group of friends in a raft	A group of friends are riding the current in a raft	ENTAILMENT	4.9	A_entails_B	B_entails_A	A group of friends ride the current in a raft.	A group of friends ride the current in a raft.	FLICKR	FLICKR	TRAIN
141	A group of friends are riding the current in a raft	A group is not riding the current in a raft	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A group of friends ride the current in a raft.	A group of friends ride the current in a raft.	FLICKR	FLICKR	TRAIN
142	This group of people is practicing water safety and wearing preservers	Preservers are being worn by a group of people who are practicing water safety	ENTAILMENT	4.9	A_entails_B	B_entails_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
143	Nobody is practicing water safety and wearing preservers	This group of people is practicing water safety and wearing preservers	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
144	A group of friends are riding the current in a raft	Preservers are being worn by a group of people who are practicing water safety	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A group of friends ride the current in a raft.	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
145	Nobody is practicing water safety and wearing preservers	A group of friends are riding the current in a raft	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A group of friends ride the current in a raft.	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
146	The current is being ridden by a group of friends in a raft	This group of people is practicing water safety and wearing preservers	NEUTRAL	3.2	A_neutral_B	B_neutral_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	A group of friends ride the current in a raft.	FLICKR	FLICKR	TRAIN
147	A group is not riding the current in a raft	This group of people is practicing water safety and wearing preservers	NEUTRAL	2.8	A_neutral_B	B_neutral_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	A group of friends ride the current in a raft.	FLICKR	FLICKR	TEST
148	A group of friends are riding the current in a raft	This group of people is practicing water safety and wearing preservers	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A group of friends ride the current in a raft.	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TRAIN
149	A deer is jumping over a fence	A deer is jumping over the enclosure	ENTAILMENT	4.535	A_entails_B	B_neutral_A	A deer is jumping over a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TEST
150	A deer is jumping over a fence	A deer isn't jumping over the fence	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A deer is jumping over a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TRAIN
151	A wild deer is jumping a fence	A deer is jumping a fence	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A deer jumps a fence.	A deer jumps a fence.	FLICKR	FLICKR	TEST
152	A deer is jumping a fence	There is no deer jumping fences	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A deer jumps a fence.	A deer jumps a fence.	FLICKR	FLICKR	TEST
153	A wild deer is jumping a fence	A deer is jumping over a fence	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A deer is jumping over a fence.	A deer jumps a fence.	FLICKR	FLICKR	TEST
154	There is no deer jumping fences	A deer is jumping over a fence	CONTRADICTION	2.685	A_contradicts_B	B_contradicts_A	A deer is jumping over a fence.	A deer jumps a fence.	FLICKR	FLICKR	TEST
155	A deer is jumping over the enclosure	A deer is jumping a fence	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A deer jumps a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TEST
156	A deer is jumping a fence	A deer isn't jumping over the fence	CONTRADICTION	3.55	A_contradicts_B	B_contradicts_A	A deer jumps a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TEST
157	A deer is jumping over a fence	A deer is jumping a fence	ENTAILMENT	4.9	A_entails_B	B_entails_A	A deer is jumping over a fence.	A deer jumps a fence.	FLICKR	FLICKR	TEST
158	People are walking outside a building that has many murals on it	People are walking outside the building that has several murals on it	ENTAILMENT	4.7	A_entails_B	B_entails_A	People walk outside of a building that has many murals painted on it.	People walk outside of a building that has many murals painted on it.	FLICKR	FLICKR	TEST
159	People are walking inside a building that has many murals on it	People are walking outside a building that has many murals on it	NEUTRAL	3.4	A_neutral_B	B_neutral_A	People walk outside of a building that has many murals painted on it.	People walk outside of a building that has many murals painted on it.	FLICKR	FLICKR	TRAIN
160	Several people are in front of a building which is covered by colors	Several people are in front of a colorful building	ENTAILMENT	4.7	A_entails_B	B_entails_A	Several people are in a front of a colorful painted building.	Several people are in a front of a colorful painted building.	FLICKR	FLICKR	TEST
161	Several people are in front of a colorful building	Nobody is in front of the colorful building	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	Several people are in a front of a colorful painted building.	Several people are in a front of a colorful painted building.	FLICKR	FLICKR	TRAIN
162	Several people are in front of a building which is covered by colors	People are walking outside a building that has many murals on it	ENTAILMENT	3.8	A_entails_B	B_neutral_A	Several people are in a front of a colorful painted building.	People walk outside of a building that has many murals painted on it.	FLICKR	FLICKR	TEST
163	People are walking outside a building that has many murals on it	Nobody is in front of the colorful building	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	People walk outside of a building that has many murals painted on it.	Several people are in a front of a colorful painted building.	FLICKR	FLICKR	TRAIN
